cidade,equipamento,existentes,emUsoSUS,emUso,existentesSUS
311420,Equipo Odontologico,8,8,8,8
311420,Compressor Odontologico,1,1,1,1
311420,Caneta de Alta Rotacao,1,1,1,1
311420,Amalgamador,1,1,1,1
311420,Reanimador Pulmonar/AMBU,1,1,1,1
311420,Eletrocardiografo,1,1,1,1
311420,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311420,Aparelho de Eletroestimulacao,4,4,4,4
311420,Forno de Bier,2,2,2,2
311430,AUDIOMETRO DE DOIS CANAIS,1,1,1,1
311430,CABINE ACUSTICA,3,3,3,3
311430,Mamografo com Comando Simples,1,1,1,1
311430,Raio X ate 100 mA,1,1,1,1
311430,Raio X de 100 a 500 mA,4,2,3,3
311430,Raio X Dentario,40,4,39,5
311430,Raio X com Fluoroscopia,1,1,1,1
311430,Ultrassom Doppler Colorido,2,1,2,1
311430,Ultrassom Ecografo,1,1,1,1
311430,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
311430,Grupo Gerador,1,1,1,1
311430,Equipo Odontologico,65,18,63,18
311430,Compressor Odontologico,42,11,42,11
311430,Fotopolimerizador,64,11,64,11
311430,Caneta de Alta Rotacao,84,15,82,17
311430,Caneta de Baixa Rotacao,69,10,67,12
311430,Amalgamador,42,10,42,10
311430,Aparelho de Profilaxia c/ Jato de Bicarbonato,33,8,33,8
311430,Bomba de Infusao,4,4,4,4
311430,Berço Aquecido,3,2,3,2
311430,Desfibrilador,4,3,4,3
311430,Equipamento de Fototerapia,4,2,4,2
311430,Incubadora,4,2,4,2
311430,Monitor de ECG,5,3,4,3
311430,Monitor de Pressao Invasivo,4,4,4,4
311430,Monitor de Pressao Nao-Invasivo,52,24,52,24
311430,Reanimador Pulmonar/AMBU,27,20,27,20
311430,Respirador/Ventilador,1,1,1,1
311430,Eletrocardiografo,5,4,5,4
311430,Endoscopio das Vias Respiratorias,1,1,1,1
311430,Endoscopio Digestivo,2,1,2,1
311430,Equipamentos para Optometria,1,1,1,1
311430,Aparelho de Diatermia por Ultrassom/Ondas Curtas,8,2,8,2
311430,Aparelho de Eletroestimulacao,15,6,15,6
311430,Equipamento de Circulacao Extracorporea,5,3,5,3
311430,Forno de Bier,1,1,1,1
311440,Mamografo com Comando Simples,1,1,1,1
311440,Raio X de 100 a 500 mA,1,1,1,1
311440,Raio X Dentario,1,1,1,1
311440,Ultrassom Ecografo,1,1,1,1
311440,Ultrassom Convencional,2,1,2,1
311440,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
311440,Equipo Odontologico,10,6,10,6
311440,Compressor Odontologico,7,4,7,4
311440,Fotopolimerizador,6,2,5,3
311440,Caneta de Alta Rotacao,13,6,13,6
311440,Caneta de Baixa Rotacao,11,6,11,6
311440,Amalgamador,6,3,5,4
311440,Desfibrilador,2,2,2,2
311440,Reanimador Pulmonar/AMBU,3,3,3,3
311440,Eletrocardiografo,5,4,4,5
311440,Endoscopio Digestivo,3,3,3,3
311440,Equipamentos para Optometria,1,1,1,1
311450,Mamografo com Comando Simples,1,1,1,1
311450,Raio X ate 100 mA,1,0,0,1
311450,Raio X de 100 a 500 mA,1,1,1,1
311450,Ultrassom Ecografo,1,1,1,1
311450,Ultrassom Convencional,1,1,1,1
311450,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
311450,Grupo Gerador,1,1,1,1
311450,Equipo Odontologico,7,4,7,4
311450,Compressor Odontologico,3,3,3,3
311450,Fotopolimerizador,2,2,2,2
311450,Caneta de Alta Rotacao,3,3,3,3
311450,Caneta de Baixa Rotacao,3,3,3,3
311450,Amalgamador,3,3,3,3
311450,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
311450,Bomba de Infusao,4,4,4,4
311450,Berço Aquecido,3,3,3,3
311450,Desfibrilador,3,3,3,3
311450,Incubadora,4,4,4,4
311450,Monitor de ECG,3,3,3,3
311450,Reanimador Pulmonar/AMBU,6,6,6,6
311450,Respirador/Ventilador,2,2,2,2
311450,Eletrocardiografo,5,5,5,5
311450,Laparoscopio/Vídeo,1,0,0,1
311455,Raio X de 100 a 500 mA,1,0,0,1
311455,Raio X Dentario,1,1,1,1
311455,Ultrassom Doppler Colorido,1,1,1,1
311455,Equipo Odontologico,12,9,12,9
311455,Reanimador Pulmonar/AMBU,4,4,4,4
311455,Eletrocardiografo,2,2,2,2
311455,Eletroencefalografo,1,1,1,1
311455,Aparelho de Diatermia por Ultrassom/Ondas Curtas,4,2,4,2
311455,Aparelho de Eletroestimulacao,3,1,3,1
311455,Forno de Bier,1,1,1,1
311460,Raio X ate 100 mA,1,0,0,1
311460,Raio X Dentario,2,1,1,1
311460,Equipo Odontologico,3,3,3,3
311460,Compressor Odontologico,1,1,1,1
311460,Fotopolimerizador,1,1,1,1
311460,Caneta de Alta Rotacao,1,1,1,1
311460,Caneta de Baixa Rotacao,1,1,1,1
311460,Amalgamador,1,1,1,1
311460,Bomba de Infusao,1,1,1,1
311460,Berço Aquecido,1,1,1,1
311460,Desfibrilador,1,1,1,1
311460,Equipamento de Fototerapia,1,1,1,1
311460,Incubadora,1,1,1,1
311460,Monitor de ECG,1,1,1,1
311460,Reanimador Pulmonar/AMBU,3,3,3,3
311460,Eletrocardiografo,1,1,1,1
311470,Equipo Odontologico,1,1,1,1
311480,Raio X ate 100 mA,1,1,1,1
311480,Raio X Dentario,1,0,0,1
311480,Equipo Odontologico,2,2,2,2
311480,Berço Aquecido,1,1,1,1
311480,Equipamento de Fototerapia,1,1,1,1
311480,Incubadora,1,1,1,1
311480,Reanimador Pulmonar/AMBU,2,2,2,2
311480,Respirador/Ventilador,1,1,1,1
311480,Eletrocardiografo,2,1,2,1
311490,Raio X Dentario,1,0,0,1
311490,Equipo Odontologico,1,1,1,1
311490,Compressor Odontologico,1,1,1,1
311490,Fotopolimerizador,1,1,1,1
311490,Caneta de Alta Rotacao,1,1,1,1
311490,Caneta de Baixa Rotacao,1,1,1,1
311490,Amalgamador,1,1,1,1
311490,Reanimador Pulmonar/AMBU,1,1,1,1
311490,Eletrocardiografo,1,1,1,1
311490,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311490,Aparelho de Eletroestimulacao,3,3,3,3
311500,Raio X Dentario,1,1,1,1
311500,Equipo Odontologico,1,1,1,1
311500,Eletrocardiografo,1,1,1,1
311510,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,1
311510,EMISSOES OTOACUSTICAS EVOCADAS POR PRODUTO DE DISTORCAO,1,1,1,1
311510,AUDIOMETRO DE UM CANAL,1,1,1,1
311510,IMITANCIOMETRO,1,1,1,1
311510,CABINE ACUSTICA,1,1,1,1
311510,SISTEMA DE CAMPO LIVRE,1,1,1,1
311510,Mamografo com Comando Simples,1,1,1,1
311510,Raio X ate 100 mA,1,1,1,1
311510,Raio X de 100 a 500 mA,1,1,1,1
311510,Raio X com Fluoroscopia,1,1,1,1
311510,Ultrassom Doppler Colorido,1,1,1,1
311510,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
311510,Grupo Gerador,1,1,1,1
311510,Equipo Odontologico,8,6,8,6
311510,Compressor Odontologico,6,4,6,4
311510,Fotopolimerizador,4,2,4,2
311510,Caneta de Alta Rotacao,5,2,5,2
311510,Caneta de Baixa Rotacao,4,2,4,2
311510,Amalgamador,4,2,4,2
311510,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,2,4,2
311510,Bomba de Infusao,1,1,1,1
311510,Berço Aquecido,3,3,3,3
311510,Desfibrilador,4,3,4,3
311510,Equipamento de Fototerapia,1,1,1,1
311510,Incubadora,2,2,2,2
311510,Monitor de ECG,5,4,5,4
311510,Monitor de Pressao Nao-Invasivo,1,1,1,1
311510,Reanimador Pulmonar/AMBU,12,11,12,11
311510,Respirador/Ventilador,3,3,3,3
311510,Eletrocardiografo,6,5,6,5
311510,Endoscopio Digestivo,1,1,1,1
311510,Laparoscopio/Vídeo,1,1,1,1
311510,Microscopio Cirurgico,1,1,1,1
311510,Aparelho de Diatermia por Ultrassom/Ondas Curtas,8,5,7,6
311510,Aparelho de Eletroestimulacao,6,4,6,4
311510,Forno de Bier,4,3,4,3
311530,CABINE ACUSTICA,2,1,2,1
311530,Mamografo com Comando Simples,3,2,2,2
311530,Raio X ate 100 mA,3,3,3,3
311530,Raio X de 100 a 500 mA,5,3,4,3
311530,Raio X mais de 500mA,3,1,1,2
311530,Raio X Dentario,10,2,9,3
311530,Raio X com Fluoroscopia,1,0,0,1
311530,Raio X para Densitometria Ossea,1,1,1,1
311530,Tomógrafo Computadorizado,3,2,3,2
311530,Ressonancia Magnetica,1,1,1,1
311530,Ultrassom Doppler Colorido,9,4,8,5
311530,Ultrassom Ecografo,2,1,1,2
311530,Ultrassom Convencional,11,3,11,3
311530,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,3,3,3,3
311530,MAMOGRAFO COMPUTADORIZADO,1,1,1,1
311530,Controle Ambiental/Ar-condicionado Central,11,2,10,3
311530,Grupo Gerador,1,1,1,1
311530,Usina de Oxigenio,2,2,2,2
311530,Equipo Odontologico,79,35,78,35
311530,Compressor Odontologico,54,16,50,16
311530,Fotopolimerizador,53,14,49,14
311530,Caneta de Alta Rotacao,72,16,69,16
311530,Caneta de Baixa Rotacao,56,15,55,15
311530,Amalgamador,37,17,37,17
311530,Aparelho de Profilaxia c/ Jato de Bicarbonato,43,17,43,17
311530,Bomba de Infusao,73,73,73,73
311530,Berço Aquecido,10,10,10,10
311530,Debitometro,1,1,1,1
311530,Desfibrilador,12,12,12,12
311530,Equipamento de Fototerapia,3,3,3,3
311530,Incubadora,2,2,2,2
311530,Marcapasso Temporario,1,1,1,1
311530,Monitor de ECG,33,33,33,33
311530,Reanimador Pulmonar/AMBU,42,42,42,42
311530,Respirador/Ventilador,14,14,14,14
311530,Eletrocardiografo,8,7,8,7
311530,Eletroencefalografo,1,1,1,1
311530,Endoscopio das Vias Respiratorias,3,1,3,1
311530,Endoscopio Digestivo,4,4,4,4
311530,Laparoscopio/Vídeo,1,1,1,1
311530,Microscopio Cirurgico,1,1,1,1
311530,Aparelho de Eletroestimulacao,3,2,2,3
311530,Bomba de Infusao de Hemoderivados,1,1,1,1
311530,Equipamento para Hemodialise,16,12,12,16
311530,Forno de Bier,2,2,2,2
311535,Raio X Dentario,2,1,2,1
311535,Equipo Odontologico,3,2,3,2
311535,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
311535,Aparelho de Eletroestimulacao,1,1,1,1
311535,Forno de Bier,1,0,0,1
311540,Equipo Odontologico,1,1,1,1
311540,Compressor Odontologico,1,1,1,1
311540,Caneta de Alta Rotacao,1,1,1,1
311540,Caneta de Baixa Rotacao,1,1,1,1
311540,Amalgamador,1,1,1,1
311540,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
311540,Reanimador Pulmonar/AMBU,2,2,2,2
311540,Eletrocardiografo,1,1,1,1
311540,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311540,Aparelho de Eletroestimulacao,1,1,1,1
311545,Ultrassom Ecografo,1,1,1,1
311545,Equipo Odontologico,3,3,3,3
311545,Compressor Odontologico,2,2,2,2
311545,Fotopolimerizador,2,2,2,2
311545,Caneta de Alta Rotacao,2,2,2,2
311545,Caneta de Baixa Rotacao,2,2,2,2
311545,Amalgamador,2,2,2,2
311545,Monitor de Pressao Nao-Invasivo,2,2,2,2
311545,Reanimador Pulmonar/AMBU,2,0,0,2
311545,Eletrocardiografo,1,1,1,1
311545,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
311545,Aparelho de Eletroestimulacao,2,2,2,2
311545,Equipamentos de Aferese,2,2,2,2
311545,Forno de Bier,1,1,1,1
311547,Equipo Odontologico,3,3,3,3
311547,Compressor Odontologico,1,1,1,1
311547,Fotopolimerizador,1,1,1,1
311547,Amalgamador,1,1,1,1
311547,Eletrocardiografo,1,1,1,1
311547,Equipamentos de Aferese,3,2,2,3
311550,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,1
311550,AUDIOMETRO DE DOIS CANAIS,1,1,1,1
311550,CABINE ACUSTICA,1,1,1,1
311550,Mamografo com Comando Simples,1,1,1,1
311550,Raio X de 100 a 500 mA,1,1,1,1
311550,Raio X mais de 500mA,2,2,2,2
311550,Raio X Dentario,9,2,8,2
311550,Raio X para Densitometria Ossea,1,1,1,1
311550,Ultrassom Convencional,3,2,3,2
311550,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
311550,Grupo Gerador,1,1,1,1
311550,Equipo Odontologico,22,11,22,11
311550,Compressor Odontologico,10,3,10,3
311550,Fotopolimerizador,14,4,13,4
311550,Caneta de Alta Rotacao,23,7,20,10
311550,Caneta de Baixa Rotacao,19,7,16,10
311550,Amalgamador,10,4,10,4
311550,Aparelho de Profilaxia c/ Jato de Bicarbonato,12,4,11,4
311550,Bomba de Infusao,1,1,1,1
311550,Berço Aquecido,3,1,1,3
311550,Desfibrilador,5,4,5,4
311550,Equipamento de Fototerapia,1,1,1,1
311550,Incubadora,2,1,1,2
311550,Monitor de ECG,4,2,4,2
311550,Reanimador Pulmonar/AMBU,8,7,8,7
311550,Respirador/Ventilador,2,2,2,2
311550,Eletrocardiografo,12,4,11,5
311550,Endoscopio das Vias Urinarias,1,1,1,1
311550,Endoscopio Digestivo,1,1,1,1
311550,Laparoscopio/Vídeo,1,1,1,1
311550,Microscopio Cirurgico,1,1,1,1
311550,Aparelho de Diatermia por Ultrassom/Ondas Curtas,20,3,20,3
311550,Aparelho de Eletroestimulacao,38,7,38,7
311550,Forno de Bier,4,2,4,2
311560,Raio X Dentario,1,1,1,1
311560,Equipo Odontologico,3,3,3,3
311560,Fotopolimerizador,1,1,1,1
311560,Caneta de Alta Rotacao,2,2,2,2
311560,Caneta de Baixa Rotacao,2,2,2,2
311560,Amalgamador,1,1,1,1
311560,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
311560,Monitor de ECG,1,1,1,1
311560,Reanimador Pulmonar/AMBU,2,2,2,2
311560,Eletrocardiografo,2,2,2,2
311570,Raio X ate 100 mA,1,1,1,1
311570,Raio X Dentario,1,1,1,1
311570,Equipo Odontologico,4,4,4,4
311570,Eletrocardiografo,1,1,1,1
311580,Equipo Odontologico,5,3,5,3
311580,Bomba de Infusao,1,1,1,1
311580,Berço Aquecido,1,1,1,1
311580,Desfibrilador,1,1,1,1
311580,Incubadora,1,1,1,1
311580,Reanimador Pulmonar/AMBU,4,4,4,4
311580,Respirador/Ventilador,1,1,1,1
311580,Eletrocardiografo,3,2,3,2
311580,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311580,Forno de Bier,1,1,1,1
311590,Raio X Dentario,1,0,0,1
311590,Equipo Odontologico,2,1,1,2
311590,Fotopolimerizador,1,0,0,1
311590,Caneta de Alta Rotacao,1,0,0,1
311590,Caneta de Baixa Rotacao,1,0,0,1
311590,Amalgamador,1,0,0,1
311590,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,0,0,1
311590,Reanimador Pulmonar/AMBU,6,6,6,6
311590,Eletrocardiografo,1,1,1,1
311590,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
311590,Aparelho de Eletroestimulacao,1,1,1,1
311590,Forno de Bier,1,0,0,1
311600,Equipo Odontologico,2,2,2,2
311600,Eletrocardiografo,1,1,1,1
311610,Raio X ate 100 mA,1,1,1,1
311610,Raio X de 100 a 500 mA,1,1,1,1
311610,Raio X Dentario,2,2,2,2
311610,Ultrassom Doppler Colorido,1,1,1,1
311610,Ultrassom Convencional,1,1,1,1
311610,Equipo Odontologico,14,14,14,14
311610,Compressor Odontologico,11,11,11,11
311610,Fotopolimerizador,11,10,10,11
311610,Caneta de Alta Rotacao,10,10,10,10
311610,Caneta de Baixa Rotacao,13,13,13,13
311610,Amalgamador,13,13,13,13
311610,Berço Aquecido,1,1,1,1
311610,Desfibrilador,1,1,1,1
311610,Incubadora,1,1,1,1
311610,Monitor de ECG,1,1,1,1
311610,Monitor de Pressao Nao-Invasivo,1,1,1,1
311610,Reanimador Pulmonar/AMBU,5,5,5,5
311610,Eletrocardiografo,2,2,2,2
311610,Microscopio Cirurgico,2,2,2,2
311615,Raio X de 100 a 500 mA,2,2,2,2
311615,Raio X Dentario,1,1,1,1
311615,Ultrassom Doppler Colorido,1,1,1,1
311615,Equipo Odontologico,5,3,4,4
311615,Compressor Odontologico,5,3,4,4
311615,Fotopolimerizador,4,2,3,3
311615,Caneta de Alta Rotacao,5,4,5,4
311615,Caneta de Baixa Rotacao,5,4,5,4
311615,Amalgamador,5,4,5,4
311615,Berço Aquecido,1,1,1,1
311615,Desfibrilador,1,1,1,1
311615,Equipamento de Fototerapia,1,1,1,1
311615,Incubadora,1,1,1,1
311615,Monitor de ECG,1,1,1,1
311615,Reanimador Pulmonar/AMBU,1,1,1,1
311615,Respirador/Ventilador,1,1,1,1
311615,Eletrocardiografo,2,2,2,2
311615,Endoscopio Digestivo,1,1,1,1
311615,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311615,Aparelho de Eletroestimulacao,1,1,1,1
311620,Equipo Odontologico,2,2,2,2
311620,Eletrocardiografo,2,2,2,2
311630,Raio X ate 100 mA,1,1,1,1
311630,Equipo Odontologico,5,4,5,4
311630,Compressor Odontologico,3,2,3,2
311630,Fotopolimerizador,4,2,4,2
311630,Caneta de Alta Rotacao,3,2,3,2
311630,Caneta de Baixa Rotacao,3,2,3,2
311630,Amalgamador,2,2,2,2
311630,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,1,2,1
311630,Bomba de Infusao,1,1,1,1
311630,Desfibrilador,1,1,1,1
311630,Monitor de ECG,2,2,2,2
311630,Monitor de Pressao Nao-Invasivo,2,2,2,2
311630,Reanimador Pulmonar/AMBU,2,2,2,2
311630,Respirador/Ventilador,1,1,1,1
311630,Eletrocardiografo,3,3,3,3
311630,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311640,Raio X Dentario,1,1,1,1
311640,Equipo Odontologico,2,2,2,2
311640,Caneta de Alta Rotacao,2,2,2,2
311640,Caneta de Baixa Rotacao,1,1,1,1
311640,Amalgamador,1,1,1,1
311640,Reanimador Pulmonar/AMBU,1,1,1,1
311650,Equipo Odontologico,8,8,8,8
311650,Reanimador Pulmonar/AMBU,2,2,2,2
311650,Eletrocardiografo,2,2,2,2
311660,Raio X de 100 a 500 mA,1,1,1,1
311660,Raio X mais de 500mA,2,2,2,2
311660,Raio X Dentario,7,1,7,1
311660,Ultrassom Doppler Colorido,3,1,3,1
311660,Ultrassom Convencional,3,1,3,1
311660,Equipo Odontologico,16,9,16,9
311660,Bomba de Infusao,2,2,2,2
311660,Berço Aquecido,2,2,2,2
311660,Desfibrilador,1,1,1,1
311660,Equipamento de Fototerapia,1,1,1,1
311660,Incubadora,4,3,3,4
311660,Reanimador Pulmonar/AMBU,1,1,1,1
311660,Respirador/Ventilador,1,1,1,1
311660,Eletrocardiografo,5,4,5,4
311660,Aparelho de Diatermia por Ultrassom/Ondas Curtas,7,3,7,3
311660,Aparelho de Eletroestimulacao,6,1,6,1
311670,Equipo Odontologico,4,4,4,4
311670,Reanimador Pulmonar/AMBU,1,1,1,1
311670,Eletrocardiografo,1,1,1,1
311680,Raio X de 100 a 500 mA,2,1,1,2
311680,Ultrassom Convencional,2,2,2,2
311680,Grupo Gerador,2,0,1,1
311680,Equipo Odontologico,3,3,3,3
311680,Bomba de Infusao,3,3,3,3
311680,Berço Aquecido,2,2,2,2
311680,Desfibrilador,1,1,1,1
311680,Equipamento de Fototerapia,3,3,3,3
311680,Incubadora,1,1,1,1
311680,Monitor de ECG,2,2,2,2
311680,Monitor de Pressao Nao-Invasivo,10,10,10,10
311680,Reanimador Pulmonar/AMBU,7,5,7,5
311680,Respirador/Ventilador,1,1,1,1
311680,Eletrocardiografo,2,2,2,2
311680,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
311680,Aparelho de Eletroestimulacao,1,1,1,1
311680,Forno de Bier,1,1,1,1
311690,Equipo Odontologico,2,2,2,2
311690,Eletrocardiografo,1,1,1,1
311700,Raio X Dentario,2,1,1,2
311700,Ultrassom Convencional,1,1,1,1
311700,Equipo Odontologico,6,6,6,6
311700,Compressor Odontologico,5,5,5,5
311700,Fotopolimerizador,4,4,4,4
311700,Caneta de Alta Rotacao,4,4,4,4
311700,Caneta de Baixa Rotacao,4,4,4,4
311700,Amalgamador,4,4,4,4
311700,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,4,4,4
311700,Eletrocardiografo,1,1,1,1
311700,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311700,Aparelho de Eletroestimulacao,1,1,1,1
311700,Forno de Bier,1,1,1,1
311710,Raio X ate 100 mA,1,1,1,1
311710,Raio X de 100 a 500 mA,1,1,1,1
311710,Equipo Odontologico,2,2,2,2
311710,Berço Aquecido,1,1,1,1
311710,Reanimador Pulmonar/AMBU,4,4,4,4
311710,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311710,Forno de Bier,2,2,2,2
311520,Raio X Dentario,1,1,1,1
311520,Equipo Odontologico,3,3,3,3
311520,Compressor Odontologico,1,1,1,1
311520,Fotopolimerizador,1,1,1,1
311520,Caneta de Alta Rotacao,2,2,2,2
311520,Caneta de Baixa Rotacao,2,2,2,2
311520,Amalgamador,1,1,1,1
311520,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
311520,Desfibrilador,1,1,1,1
311520,Equipamento de Fototerapia,1,1,1,1
311520,Monitor de ECG,1,1,1,1
311520,Reanimador Pulmonar/AMBU,2,2,2,2
311520,Eletrocardiografo,1,1,1,1
311730,Raio X ate 100 mA,1,1,1,1
311730,Raio X de 100 a 500 mA,1,1,1,1
311730,Raio X Dentario,2,1,2,1
311730,Ultrassom Convencional,4,1,4,1
311730,Grupo Gerador,1,1,1,1
311730,Equipo Odontologico,14,13,14,13
311730,Compressor Odontologico,3,2,3,2
311730,Fotopolimerizador,3,2,3,2
311730,Caneta de Alta Rotacao,3,2,3,2
311730,Caneta de Baixa Rotacao,2,2,2,2
311730,Amalgamador,3,2,3,2
311730,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
311730,Bomba de Infusao,3,3,3,3
311730,Berço Aquecido,1,1,1,1
311730,Bilirrubinometro,1,1,1,1
311730,Desfibrilador,4,4,4,4
311730,Equipamento de Fototerapia,2,1,2,1
311730,Incubadora,1,1,1,1
311730,Monitor de ECG,2,2,2,2
311730,Monitor de Pressao Nao-Invasivo,1,1,1,1
311730,Reanimador Pulmonar/AMBU,19,19,19,19
311730,Respirador/Ventilador,1,1,1,1
311730,Eletrocardiografo,5,5,5,5
311730,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,1,2,1
311730,Equipamentos de Aferese,16,12,16,12
311730,Forno de Bier,6,4,6,4
311720,Equipo Odontologico,3,2,3,2
311720,Berço Aquecido,1,1,1,1
311720,Desfibrilador,1,1,1,1
311720,Incubadora,1,1,1,1
311720,Monitor de ECG,1,1,1,1
311720,Monitor de Pressao Nao-Invasivo,5,5,5,5
311720,Reanimador Pulmonar/AMBU,3,3,3,3
311720,Eletrocardiografo,1,1,1,1
311740,Raio X de 100 a 500 mA,1,1,1,1
311740,Equipo Odontologico,2,2,2,2
311740,Berço Aquecido,1,1,1,1
311740,Desfibrilador,1,1,1,1
311740,Incubadora,1,1,1,1
311740,Monitor de Pressao Nao-Invasivo,1,1,1,1
311740,Reanimador Pulmonar/AMBU,4,4,4,4
311740,Eletrocardiografo,1,1,1,1
311750,Raio X de 100 a 500 mA,2,1,2,1
311750,Ultrassom Ecografo,1,1,1,1
311750,Equipo Odontologico,18,17,18,17
311750,Compressor Odontologico,2,2,2,2
311750,Fotopolimerizador,3,3,3,3
311750,Caneta de Alta Rotacao,3,3,3,3
311750,Caneta de Baixa Rotacao,4,4,4,4
311750,Amalgamador,3,3,3,3
311750,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
311750,Desfibrilador,2,2,2,2
311750,Equipamento de Fototerapia,1,1,1,1
311750,Incubadora,1,1,1,1
311750,Monitor de ECG,1,1,1,1
311750,Monitor de Pressao Invasivo,4,4,4,4
311750,Monitor de Pressao Nao-Invasivo,2,2,2,2
311750,Reanimador Pulmonar/AMBU,4,4,4,4
311750,Eletrocardiografo,5,2,5,2
311750,Aparelho de Diatermia por Ultrassom/Ondas Curtas,4,2,4,2
311750,Aparelho de Eletroestimulacao,4,3,4,3
311750,Forno de Bier,1,1,1,1
311760,Equipo Odontologico,4,4,4,4
311760,Compressor Odontologico,1,1,1,1
311760,Fotopolimerizador,1,1,1,1
311760,Caneta de Alta Rotacao,2,2,2,2
311760,Caneta de Baixa Rotacao,1,1,1,1
311760,Amalgamador,1,1,1,1
311760,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
311760,Desfibrilador,1,1,1,1
311760,Reanimador Pulmonar/AMBU,4,4,4,4
311770,Raio X de 100 a 500 mA,1,1,1,1
311770,Ultrassom Convencional,1,1,1,1
311770,Grupo Gerador,1,1,1,1
311770,Equipo Odontologico,10,5,10,5
311770,Compressor Odontologico,5,1,5,1
311770,Fotopolimerizador,7,1,7,1
311770,Caneta de Alta Rotacao,10,1,10,1
311770,Caneta de Baixa Rotacao,7,1,7,1
311770,Amalgamador,4,1,3,1
311770,Aparelho de Profilaxia c/ Jato de Bicarbonato,6,1,6,1
311770,Bomba de Infusao,1,1,1,1
311770,Berço Aquecido,1,1,1,1
311770,Desfibrilador,1,1,1,1
311770,Equipamento de Fototerapia,1,1,1,1
311770,Incubadora,1,1,1,1
311770,Monitor de ECG,1,1,1,1
311770,Reanimador Pulmonar/AMBU,5,5,5,5
311770,Respirador/Ventilador,1,1,1,1
311770,Eletrocardiografo,2,2,2,2
311770,Laparoscopio/Vídeo,1,1,1,1
311780,Raio X ate 100 mA,1,1,1,1
311780,Raio X Dentario,7,2,7,2
311780,Ultrassom Doppler Colorido,1,1,1,1
311780,Equipo Odontologico,7,2,7,2
311780,Monitor de Pressao Nao-Invasivo,5,2,5,2
311780,Reanimador Pulmonar/AMBU,1,1,1,1
311780,Eletrocardiografo,1,1,1,1
311780,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
311780,Aparelho de Eletroestimulacao,3,3,3,3
311780,Forno de Bier,1,1,1,1
311787,Ultrassom Convencional,1,1,1,1
311787,Equipo Odontologico,6,4,6,4
311787,Compressor Odontologico,2,2,2,2
311787,Fotopolimerizador,2,2,2,2
311787,Caneta de Alta Rotacao,4,2,2,4
311787,Caneta de Baixa Rotacao,1,1,1,1
311787,Amalgamador,2,2,2,2
311787,Aparelho de Profilaxia c/ Jato de Bicarbonato,4,2,2,4
311787,Eletrocardiografo,1,1,1,1
311783,Raio X ate 100 mA,1,0,0,1
311783,Controle Ambiental/Ar-condicionado Central,2,2,2,2
311783,Equipo Odontologico,3,3,3,3
311783,Eletrocardiografo,1,1,1,1
311790,Raio X de 100 a 500 mA,1,1,1,1
311790,Equipo Odontologico,2,1,2,1
311790,Monitor de Pressao Nao-Invasivo,6,6,6,6
311790,Reanimador Pulmonar/AMBU,1,1,1,1
311790,Eletrocardiografo,2,1,2,1
311790,Equipamentos de Aferese,3,0,2,1
311800,EMISSOES OTOACUSTICAS EVOCADAS POR PRODUTO DE DISTORCAO,6,2,5,2
311800,Mamografo com Comando Simples,1,1,1,1
