cidade,equipamento,existentes,emUso,existentesSUS,emUsoSUS
220390,Incubadora,4,4,4,4
220390,Monitor de ECG,11,11,8,8
220390,Monitor de Pressao Nao-Invasivo,9,9,9,9
220390,Reanimador Pulmonar/AMBU,13,13,10,10
220390,Respirador/Ventilador,4,4,4,4
220390,Eletrocardiografo,7,7,4,4
220390,Eletroencefalografo,1,1,1,1
220390,Endoscopio Digestivo,6,6,5,5
220390,Equipamentos para Optometria,3,3,3,3
220390,Microscopio Cirurgico,3,3,3,3
220390,Aparelho de Diatermia por Ultrassom/Ondas Curtas,26,25,17,16
220390,Aparelho de Eletroestimulacao,38,37,14,13
220390,Equipamentos de Aferese,2,2,2,2
220390,Equipamento para Hemodialise,50,50,50,50
220390,Forno de Bier,15,14,11,10
220410,Equipo Odontologico,3,3,3,3
220410,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,0,1,0
220410,Aparelho de Eletroestimulacao,5,0,5,0
220420,Ultrassom Convencional,1,1,1,1
220420,Controle Ambiental/Ar-condicionado Central,1,1,1,1
220420,Equipo Odontologico,4,4,4,4
220420,Reanimador Pulmonar/AMBU,1,1,1,1
220420,Endoscopio Digestivo,1,1,1,1
220430,Raio X de 100 a 500 mA,1,1,1,1
220430,Ultrassom Convencional,1,1,1,1
220430,Equipo Odontologico,6,6,6,6
220430,Eletrocardiografo,1,1,1,1
220415,Equipo Odontologico,1,1,1,1
220435,Equipo Odontologico,3,3,3,3
220440,Controle Ambiental/Ar-condicionado Central,3,3,3,3
220440,Equipo Odontologico,2,2,2,2
220440,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
220440,Aparelho de Eletroestimulacao,2,2,2,2
220450,Raio X ate 100 mA,1,1,1,1
220450,Equipo Odontologico,6,6,5,5
220450,Berço Aquecido,1,1,1,1
220450,Equipamento de Fototerapia,2,2,2,2
220450,Incubadora,2,2,2,2
220450,Eletrocardiografo,1,1,1,1
220450,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,1,1
220450,Aparelho de Eletroestimulacao,5,5,3,3
220450,Forno de Bier,3,3,3,3
220460,Equipo Odontologico,2,2,2,2
220465,Equipo Odontologico,5,5,5,5
220465,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220465,Aparelho de Eletroestimulacao,2,2,2,2
220470,Controle Ambiental/Ar-condicionado Central,1,1,1,1
220470,Equipo Odontologico,9,9,9,9
220470,Compressor Odontologico,1,1,1,1
220470,Fotopolimerizador,1,1,1,1
220470,Caneta de Alta Rotacao,1,1,1,1
220470,Caneta de Baixa Rotacao,1,1,1,1
220470,Amalgamador,1,1,1,1
220470,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220470,Aparelho de Eletroestimulacao,3,3,3,3
220455,Equipo Odontologico,4,4,4,4
220480,Equipo Odontologico,8,8,8,8
220480,Monitor de Pressao Nao-Invasivo,1,1,1,1
220480,Reanimador Pulmonar/AMBU,1,1,1,1
220480,Eletrocardiografo,1,1,1,1
220490,Equipo Odontologico,6,6,6,6
220490,Compressor Odontologico,1,1,1,1
220490,Caneta de Alta Rotacao,1,1,1,1
220490,Caneta de Baixa Rotacao,1,1,1,1
220490,Amalgamador,1,1,1,1
220500,Equipo Odontologico,6,6,6,6
220500,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220500,Aparelho de Eletroestimulacao,1,1,1,1
220510,Ultrassom Ecografo,1,1,1,1
220510,Equipo Odontologico,6,6,6,6
220510,Desfibrilador,1,1,1,1
220510,Reanimador Pulmonar/AMBU,3,2,3,2
220515,Raio X Dentario,1,1,1,1
220515,Equipo Odontologico,4,4,4,4
220515,Compressor Odontologico,4,4,4,4
220515,Fotopolimerizador,4,4,4,4
220515,Caneta de Alta Rotacao,4,4,4,4
220515,Caneta de Baixa Rotacao,4,4,4,4
220515,Amalgamador,4,4,4,4
220515,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
220520,Raio X de 100 a 500 mA,1,1,1,1
220520,Raio X Dentario,1,1,1,1
220520,Ultrassom Convencional,1,1,1,1
220520,Grupo Gerador,1,1,1,1
220520,Equipo Odontologico,13,13,13,13
220520,Compressor Odontologico,2,2,2,2
220520,Fotopolimerizador,1,1,1,1
220520,Caneta de Alta Rotacao,3,3,3,3
220520,Caneta de Baixa Rotacao,3,3,3,3
220520,Amalgamador,1,1,1,1
220520,Eletrocardiografo,1,1,1,1
220520,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
220520,Aparelho de Eletroestimulacao,3,3,3,3
220525,Equipo Odontologico,2,2,2,2
220527,Equipo Odontologico,5,5,5,5
220530,Equipo Odontologico,3,3,3,3
220540,Ultrassom Ecografo,1,1,1,1
220540,Equipo Odontologico,8,8,8,8
220540,Eletrocardiografo,1,1,1,1
220545,Equipo Odontologico,3,3,3,3
220535,Raio X Dentario,2,1,2,1
220535,Equipo Odontologico,2,1,2,1
220535,Compressor Odontologico,1,1,1,1
220535,Fotopolimerizador,1,1,1,1
220535,Caneta de Alta Rotacao,1,1,1,1
220535,Caneta de Baixa Rotacao,1,1,1,1
220535,Amalgamador,1,1,1,1
220551,Equipo Odontologico,2,2,2,2
220552,Equipo Odontologico,3,3,3,3
220555,Equipo Odontologico,4,4,4,4
220555,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220555,Aparelho de Eletroestimulacao,2,2,2,2
220555,Forno de Bier,1,1,1,1
220557,Equipo Odontologico,4,4,4,4
220557,Compressor Odontologico,3,3,3,3
220557,Fotopolimerizador,3,3,3,3
220557,Caneta de Alta Rotacao,3,3,3,3
220557,Caneta de Baixa Rotacao,3,3,3,3
220557,Amalgamador,3,3,3,3
220557,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
220553,Grupo Gerador,3,3,3,3
220553,Equipo Odontologico,2,2,2,2
220553,Fotopolimerizador,1,1,1,1
220553,Caneta de Alta Rotacao,2,2,2,2
220553,Caneta de Baixa Rotacao,1,1,1,1
220553,Amalgamador,1,1,1,1
220553,Respirador/Ventilador,3,3,3,3
220558,Equipo Odontologico,2,2,2,2
220558,Compressor Odontologico,2,2,2,2
220558,Fotopolimerizador,2,2,2,2
220558,Caneta de Alta Rotacao,2,2,2,2
220558,Caneta de Baixa Rotacao,2,2,2,2
220558,Amalgamador,2,2,2,2
220559,Equipo Odontologico,2,2,2,2
220554,Equipo Odontologico,1,1,1,1
220556,Raio X Dentario,1,1,1,1
220556,Equipo Odontologico,2,2,2,2
220556,Compressor Odontologico,2,2,2,2
220556,Fotopolimerizador,2,2,2,2
220556,Caneta de Alta Rotacao,2,2,2,2
220556,Caneta de Baixa Rotacao,2,2,2,2
220556,Amalgamador,2,2,2,2
220550,Raio X de 100 a 500 mA,1,1,1,1
220550,Ultrassom Ecografo,1,1,1,1
220550,Equipo Odontologico,20,20,20,20
220550,Compressor Odontologico,1,1,1,1
220550,Fotopolimerizador,3,3,3,3
220550,Caneta de Alta Rotacao,3,3,3,3
220550,Caneta de Baixa Rotacao,3,3,3,3
220550,Amalgamador,3,3,3,3
220550,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
220550,Eletrocardiografo,2,2,1,1
220550,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
220550,Aparelho de Eletroestimulacao,3,3,3,3
220560,Raio X de 100 a 500 mA,1,1,1,1
220560,Equipo Odontologico,4,4,4,4
220560,Monitor de Pressao Nao-Invasivo,7,7,3,3
220560,Reanimador Pulmonar/AMBU,1,1,1,1
220560,Eletrocardiografo,1,1,1,1
220570,Raio X de 100 a 500 mA,1,1,1,1
220570,Raio X Dentario,1,1,1,1
220570,Ultrassom Convencional,1,1,1,1
220570,Controle Ambiental/Ar-condicionado Central,1,1,1,1
220570,Grupo Gerador,1,1,1,1
220570,Equipo Odontologico,14,14,14,14
220570,Compressor Odontologico,3,3,3,3
220570,Fotopolimerizador,2,2,2,2
220570,Caneta de Alta Rotacao,4,4,4,4
220570,Caneta de Baixa Rotacao,4,4,4,4
220570,Amalgamador,2,2,2,2
220570,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
220570,Desfibrilador,1,1,1,1
220570,Incubadora,1,1,1,1
220570,Monitor de ECG,1,1,1,1
220570,Monitor de Pressao Nao-Invasivo,1,1,1,1
220570,Reanimador Pulmonar/AMBU,2,2,2,2
220570,Respirador/Ventilador,2,2,2,2
220570,Eletrocardiografo,1,1,1,1
220570,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,3,3,3
220570,Aparelho de Eletroestimulacao,6,6,6,6
220580,Raio X ate 100 mA,1,1,1,1
220580,Raio X Dentario,2,1,2,1
220580,Ultrassom Ecografo,1,1,1,1
220580,Ultrassom Convencional,1,1,1,1
220580,Equipo Odontologico,12,12,12,12
220580,Compressor Odontologico,5,5,5,5
220580,Fotopolimerizador,4,4,4,4
220580,Caneta de Alta Rotacao,7,7,7,7
220580,Caneta de Baixa Rotacao,3,3,3,3
220580,Amalgamador,4,4,4,4
220580,Incubadora,1,0,1,0
220580,Eletrocardiografo,1,1,1,1
220580,Forno de Bier,1,1,1,1
220595,Raio X ate 100 mA,1,1,1,1
220595,Equipo Odontologico,3,3,3,3
220595,Bomba/Balao Intra-Aortico,2,2,2,2
220595,Bomba de Infusao,1,1,1,1
220595,Reanimador Pulmonar/AMBU,2,2,2,2
220595,Respirador/Ventilador,1,1,1,1
220595,Eletrocardiografo,1,1,1,1
220595,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220595,Aparelho de Eletroestimulacao,2,2,2,2
220585,Equipo Odontologico,3,3,3,3
220585,Compressor Odontologico,2,2,2,2
220585,Fotopolimerizador,2,2,2,2
220585,Caneta de Alta Rotacao,2,2,2,2
220585,Caneta de Baixa Rotacao,2,2,2,2
220585,Amalgamador,2,2,2,2
220585,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
220585,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220590,Raio X Dentario,1,1,1,1
220590,Equipo Odontologico,2,2,2,2
220590,Reanimador Pulmonar/AMBU,1,1,1,1
220590,Eletrocardiografo,2,2,2,2
220610,Raio X de 100 a 500 mA,1,1,1,1
220610,Grupo Gerador,1,1,1,1
220610,Equipo Odontologico,6,6,6,6
220610,Compressor Odontologico,4,4,4,4
220610,Fotopolimerizador,4,4,4,4
220610,Caneta de Alta Rotacao,4,4,4,4
220610,Caneta de Baixa Rotacao,4,4,4,4
220610,Amalgamador,4,4,4,4
220610,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
220610,Incubadora,1,1,1,1
220610,Eletrocardiografo,1,1,1,1
220620,Raio X de 100 a 500 mA,1,1,1,1
220620,Raio X Dentario,1,1,1,1
220620,Ultrassom Ecografo,1,1,1,1
220620,Grupo Gerador,1,1,1,1
220620,Equipo Odontologico,16,16,16,16
220620,Compressor Odontologico,2,2,2,2
220620,Fotopolimerizador,2,2,2,2
220620,Caneta de Alta Rotacao,3,3,3,3
220620,Caneta de Baixa Rotacao,3,3,3,3
220620,Amalgamador,1,1,1,1
220620,Monitor de ECG,1,1,1,1
220620,Monitor de Pressao Nao-Invasivo,1,1,1,1
220620,Reanimador Pulmonar/AMBU,10,4,10,4
220620,Eletrocardiografo,1,1,1,1
220620,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
220620,Aparelho de Eletroestimulacao,2,2,2,2
220620,Forno de Bier,3,3,3,3
220630,Equipo Odontologico,1,1,1,1
220605,Equipo Odontologico,3,3,3,3
220635,Equipo Odontologico,4,4,4,4
220635,Compressor Odontologico,4,4,4,4
220635,Fotopolimerizador,4,4,4,4
220635,Caneta de Alta Rotacao,4,4,4,4
220635,Caneta de Baixa Rotacao,4,4,4,4
220635,Amalgamador,4,4,4,4
220635,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
220600,Equipo Odontologico,2,2,2,2
220660,Ultrassom Convencional,1,1,1,1
220660,Controle Ambiental/Ar-condicionado Central,1,1,1,1
220660,Equipo Odontologico,3,3,3,3
220660,Compressor Odontologico,2,2,2,2
220660,Caneta de Baixa Rotacao,2,2,2,2
220660,Amalgamador,1,1,1,1
220660,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
220660,Forno de Bier,1,1,1,1
220667,Equipo Odontologico,3,3,3,3
220650,Raio X ate 100 mA,1,1,1,1
220650,Equipo Odontologico,4,4,4,4
220640,Equipo Odontologico,7,7,7,7
220640,Compressor Odontologico,6,6,6,6
220640,Fotopolimerizador,5,5,5,5
220640,Caneta de Alta Rotacao,6,6,6,6
220640,Caneta de Baixa Rotacao,6,6,6,6
220640,Amalgamador,6,6,6,6
220640,Aparelho de Profilaxia c/ Jato de Bicarbonato,2,2,2,2
220640,Eletrocardiografo,1,1,1,1
220640,Aparelho de Eletroestimulacao,1,1,1,1
220672,Equipo Odontologico,4,4,4,4
220669,Equipo Odontologico,4,4,4,4
220669,Compressor Odontologico,4,4,4,4
220680,Equipo Odontologico,5,5,5,5
220680,Compressor Odontologico,4,4,4,4
220680,Fotopolimerizador,2,2,2,2
220680,Caneta de Alta Rotacao,4,4,4,4
220680,Caneta de Baixa Rotacao,4,4,4,4
220680,Amalgamador,4,4,4,4
220670,Equipo Odontologico,5,5,5,5
220795,Equipo Odontologico,2,2,2,2
220795,Compressor Odontologico,2,2,2,2
220795,Fotopolimerizador,2,2,2,2
220795,Caneta de Alta Rotacao,2,2,2,2
220795,Caneta de Baixa Rotacao,2,2,2,2
220795,Amalgamador,2,2,2,2
220675,Equipo Odontologico,4,4,4,4
220690,Equipo Odontologico,4,4,4,4
220695,Equipo Odontologico,2,2,2,2
220710,Equipo Odontologico,1,1,1,1
220720,Equipo Odontologico,4,4,4,4
220730,Controle Ambiental/Ar-condicionado Central,1,1,1,1
220730,Equipo Odontologico,3,3,3,3
220730,Eletrocardiografo,1,1,1,1
220735,Equipo Odontologico,1,1,1,1
220700,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,0,1,0
220700,Mamografo com Comando Simples,1,1,1,1
220700,Raio X ate 100 mA,1,1,1,1
220700,Raio X de 100 a 500 mA,2,2,1,1
220700,Raio X Dentario,2,2,2,2
220700,Tomógrafo Computadorizado,1,1,1,1
220700,Ultrassom Doppler Colorido,2,2,1,1
220700,Ultrassom Ecografo,1,1,1,1
220700,Ultrassom Convencional,4,4,3,3
220700,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
220700,Controle Ambiental/Ar-condicionado Central,3,3,3,3
220700,Equipo Odontologico,19,19,19,19
220700,Compressor Odontologico,18,18,18,18
220700,Fotopolimerizador,16,16,16,16
220700,Caneta de Alta Rotacao,17,17,17,17
220700,Caneta de Baixa Rotacao,17,17,17,17
220700,Amalgamador,15,15,15,15
220700,Berço Aquecido,3,3,3,3
220700,Desfibrilador,5,5,5,5
220700,Incubadora,2,2,2,2
220700,Monitor de ECG,4,4,4,4
220700,Monitor de Pressao Nao-Invasivo,4,4,4,4
220700,Reanimador Pulmonar/AMBU,12,12,12,12
220700,Respirador/Ventilador,4,4,4,4
220700,Eletrocardiografo,4,4,2,2
220700,Eletroencefalografo,1,1,1,1
220700,Endoscopio Digestivo,3,3,3,3
220700,Aparelho de Diatermia por Ultrassom/Ondas Curtas,6,5,4,4
220700,Aparelho de Eletroestimulacao,5,4,2,1
220700,Forno de Bier,3,3,3,3
220740,Equipo Odontologico,3,3,3,3
220760,Raio X ate 100 mA,1,1,1,1
220760,Equipo Odontologico,6,6,6,6
220750,Raio X de 100 a 500 mA,1,1,1,1
220750,Equipo Odontologico,8,8,8,8
220750,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220755,Equipo Odontologico,2,2,2,2
220775,Equipo Odontologico,2,2,2,2
220777,Equipo Odontologico,4,4,4,4
220777,Compressor Odontologico,2,2,2,2
220777,Caneta de Alta Rotacao,1,1,1,1
220777,Caneta de Baixa Rotacao,1,1,1,1
220779,Equipo Odontologico,2,2,2,2
220779,Compressor Odontologico,1,1,1,1
220779,Fotopolimerizador,1,1,1,1
220779,Caneta de Alta Rotacao,1,1,1,1
220779,Caneta de Baixa Rotacao,1,1,1,1
220779,Amalgamador,1,1,1,1
220779,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,1,1,1
220770,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,1,1,1,1
220770,Mamografo com Estereotaxia,1,1,1,1
220770,Raio X ate 100 mA,3,3,3,3
220770,Raio X de 100 a 500 mA,13,12,10,9
220770,Raio X mais de 500mA,4,4,3,3
220770,Raio X Dentario,11,11,2,2
220770,Raio X com Fluoroscopia,1,1,1,1
220770,Raio X para Densitometria Ossea,4,4,3,3
220770,Tomógrafo Computadorizado,6,6,6,6
220770,Ressonancia Magnetica,1,1,1,1
220770,Ultrassom Doppler Colorido,12,12,4,4
220770,Ultrassom Ecografo,11,11,9,9
220770,Ultrassom Convencional,7,7,6,6
220770,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
220770,MAMOGRAFO COMPUTADORIZADO,3,3,3,3
220770,Controle Ambiental/Ar-condicionado Central,55,55,8,8
220770,Grupo Gerador,7,7,2,2
220770,Equipo Odontologico,61,60,31,31
220770,Compressor Odontologico,17,17,4,4
220770,Fotopolimerizador,19,19,4,4
220770,Caneta de Alta Rotacao,22,22,8,8
220770,Caneta de Baixa Rotacao,19,19,8,8
220770,Amalgamador,14,14,2,2
220770,Aparelho de Profilaxia c/ Jato de Bicarbonato,11,11,1,1
220770,Bomba/Balao Intra-Aortico,1,1,1,1
220770,Bomba de Infusao,74,68,70,64
220770,Berço Aquecido,6,6,6,6
220770,Desfibrilador,17,16,12,12
220770,Equipamento de Fototerapia,11,11,9,9
220770,Incubadora,15,15,15,15
220770,Marcapasso Temporario,4,3,3,3
220770,Monitor de ECG,28,27,19,19
220770,Monitor de Pressao Invasivo,2,2,2,2
220770,Monitor de Pressao Nao-Invasivo,45,43,36,35
220770,Reanimador Pulmonar/AMBU,50,37,46,34
220770,Respirador/Ventilador,17,17,16,16
220770,Eletrocardiografo,25,22,17,16
220770,Endoscopio das Vias Urinarias,1,1,1,1
220770,Endoscopio Digestivo,9,9,8,8
220770,Equipamentos para Optometria,4,4,4,4
220770,Laparoscopio/Vídeo,3,3,3,3
220770,Microscopio Cirurgico,6,6,6,6
220770,OFTALMOSCOPIO,1,1,1,1
220770,Aparelho de Diatermia por Ultrassom/Ondas Curtas,24,24,15,15
220770,Aparelho de Eletroestimulacao,25,25,11,11
220770,Bomba de Infusao de Hemoderivados,12,12,12,12
220770,Equipamento para Hemodialise,32,29,32,29
220770,Forno de Bier,11,11,8,8
220785,Equipo Odontologico,1,1,1,1
220785,Equipamentos de Aferese,2,2,2,2
220790,Raio X de 100 a 500 mA,2,2,2,2
220790,Raio X Dentario,1,1,1,1
220790,Ultrassom Ecografo,2,2,1,1
220790,Ultrassom Convencional,1,1,1,1
220790,Grupo Gerador,2,2,2,2
220790,Equipo Odontologico,16,16,16,16
220790,Compressor Odontologico,13,13,13,13
220790,Fotopolimerizador,12,12,12,12
220790,Caneta de Alta Rotacao,14,14,14,14
220790,Caneta de Baixa Rotacao,14,14,14,14
220790,Amalgamador,12,12,12,12
220790,Aparelho de Profilaxia c/ Jato de Bicarbonato,10,10,10,10
220790,Berço Aquecido,2,2,2,2
220790,Equipamento de Fototerapia,1,1,1,1
220790,Incubadora,3,3,3,3
220790,Monitor de ECG,2,2,2,2
220790,Reanimador Pulmonar/AMBU,3,3,3,3
220790,Respirador/Ventilador,1,1,1,1
220790,Aparelho de Diatermia por Ultrassom/Ondas Curtas,3,3,3,3
220790,Aparelho de Eletroestimulacao,5,5,5,5
220790,Forno de Bier,1,1,1,1
220793,Equipo Odontologico,1,1,1,1
220780,AUDIOMETRO DE DOIS CANAIS,1,1,1,1
220780,CABINE ACUSTICA,1,1,1,1
220780,Mamografo com Comando Simples,2,2,1,1
220780,Raio X ate 100 mA,1,1,1,1
220780,Raio X de 100 a 500 mA,2,2,1,1
220780,Raio X para Densitometria Ossea,2,2,1,1
220780,Ultrassom Ecografo,1,1,1,1
220780,Ultrassom Convencional,2,2,2,2
220780,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,1,1,1,1
220780,Grupo Gerador,1,1,1,1
220780,Equipo Odontologico,13,13,12,12
220780,Desfibrilador,1,1,1,1
220780,Equipamento de Fototerapia,2,2,2,2
220780,Incubadora,2,2,2,2
220780,Reanimador Pulmonar/AMBU,4,4,4,4
220780,Respirador/Ventilador,1,1,1,1
220780,Eletrocardiografo,2,2,1,1
220780,Endoscopio Digestivo,2,2,2,2
220780,Aparelho de Diatermia por Ultrassom/Ondas Curtas,2,2,2,2
220780,Aparelho de Eletroestimulacao,1,1,1,1
220780,Forno de Bier,2,2,1,1
220810,Ultrassom Convencional,1,1,1,1
220810,Equipo Odontologico,7,7,7,7
220810,Eletrocardiografo,2,2,2,2
220820,Raio X de 100 a 500 mA,1,1,1,1
220820,Equipo Odontologico,7,7,7,7
220820,Berço Aquecido,1,0,1,0
220820,Incubadora,1,0,1,0
220820,Reanimador Pulmonar/AMBU,2,0,2,0
220820,Eletrocardiografo,1,0,1,0
220800,EMISSOES OTOACUSTICAS EVOCADAS TRANSIENTES,3,3,3,3
220800,EMISSOES OTOACUSTICAS EVOCADAS POR PRODUTO DE DISTORCAO,1,1,1,1
220800,AUDIOMETRO DE UM CANAL,3,3,3,3
220800,AUDIOMETRO DE DOIS CANAIS,5,5,5,5
220800,IMITANCIOMETRO,3,3,3,3
220800,CABINE ACUSTICA,6,6,6,6
220800,SISTEMA DE CAMPO LIVRE,3,3,3,3
220800,SISTEMA COMPLETO DE REFORÇO VISUAL(VRA),3,3,3,3
220800,HI-PRO,3,3,3,3
220800,Gama Camara,3,3,2,2
220800,Mamografo com Comando Simples,4,4,4,4
220800,Mamografo com Estereotaxia,1,1,1,1
220800,Raio X ate 100 mA,1,1,1,1
220800,Raio X de 100 a 500 mA,11,11,8,8
220800,Raio X mais de 500mA,2,2,1,1
220800,Raio X com Fluoroscopia,2,2,2,2
220800,Raio X para Densitometria Ossea,3,3,2,2
220800,Tomógrafo Computadorizado,5,5,5,5
220800,Ressonancia Magnetica,1,1,1,1
220800,Ultrassom Doppler Colorido,5,5,4,4
220800,Ultrassom Ecografo,14,13,11,11
220800,Ultrassom Convencional,7,7,7,7
220800,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,5,5,5,5
220800,MAMOGRAFO COMPUTADORIZADO,1,1,1,1
220800,Controle Ambiental/Ar-condicionado Central,209,207,162,162
220800,Grupo Gerador,9,9,8,8
220800,Usina de Oxigenio,4,4,3,3
220800,Equipo Odontologico,51,51,31,31
220800,Bomba/Balao Intra-Aortico,1,1,1,1
220800,Bomba de Infusao,14,14,13,13
220800,Berço Aquecido,17,17,17,17
220800,Bilirrubinometro,1,1,1,1
220800,Debitometro,3,3,2,2
220800,Desfibrilador,8,8,7,7
220800,Equipamento de Fototerapia,9,9,9,9
220800,Incubadora,15,14,15,14
220800,Marcapasso Temporario,1,1,1,1
220800,Monitor de ECG,22,22,19,19
220800,Monitor de Pressao Invasivo,6,6,4,4
220800,Monitor de Pressao Nao-Invasivo,23,22,17,16
220800,Reanimador Pulmonar/AMBU,28,28,21,21
220800,Respirador/Ventilador,20,14,15,13
220800,Eletrocardiografo,18,17,14,13
220800,Eletroencefalografo,3,2,2,2
220800,Endoscopio das Vias Respiratorias,4,4,3,3
220800,Endoscopio das Vias Urinarias,1,1,1,1
220800,Endoscopio Digestivo,9,8,9,8
220800,Equipamentos para Optometria,10,9,7,6
220800,Laparoscopio/Vídeo,4,3,4,3
220800,Microscopio Cirurgico,5,4,5,4
220800,CADEIRA OFTALMOLOGICA,1,1,1,1
220800,COLUNA OFTALMOLOGICA,1,1,1,1
220800,OFTALMOSCOPIO,7,7,7,7
220800,Aparelho de Diatermia por Ultrassom/Ondas Curtas,24,22,20,18
220800,Aparelho de Eletroestimulacao,36,36,29,29
220800,Bomba de Infusao de Hemoderivados,2,2,1,1
220800,Equipamento para Hemodialise,57,56,57,56
220800,Forno de Bier,20,19,19,18
220850,Equipo Odontologico,7,7,7,7
220850,Compressor Odontologico,6,6,6,6
220850,Fotopolimerizador,3,3,3,3
220850,Caneta de Alta Rotacao,4,4,4,4
220850,Caneta de Baixa Rotacao,6,6,6,6
220850,Amalgamador,6,6,6,6
220850,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
220850,Aparelho de Diatermia por Ultrassom/Ondas Curtas,1,1,1,1
220850,Aparelho de Eletroestimulacao,1,1,1,1
220850,Forno de Bier,1,1,1,1
220855,Raio X Dentario,1,1,1,1
220855,Equipo Odontologico,2,2,1,1
220855,Eletrocardiografo,1,1,1,1
220830,Raio X de 100 a 500 mA,1,1,1,1
220830,Raio X Dentario,3,3,3,3
220830,Ultrassom Ecografo,3,2,3,2
220830,Controle Ambiental/Ar-condicionado Central,1,1,1,1
220830,Grupo Gerador,1,1,1,1
220830,Equipo Odontologico,14,14,14,14
220830,Berço Aquecido,2,2,2,2
220830,Bilirrubinometro,1,1,1,1
220830,Equipamento de Fototerapia,1,1,1,1
220830,Incubadora,3,1,3,1
220830,Reanimador Pulmonar/AMBU,1,1,1,1
220830,Eletrocardiografo,1,1,1,1
220830,Eletroencefalografo,1,1,1,1
220830,Endoscopio Digestivo,2,2,2,2
220830,Equipamentos para Optometria,2,2,2,2
220830,Aparelho de Diatermia por Ultrassom/Ondas Curtas,10,10,10,10
220830,Aparelho de Eletroestimulacao,7,7,7,7
220830,Bomba de Infusao de Hemoderivados,1,1,1,1
220830,Forno de Bier,3,3,3,3
220860,Equipo Odontologico,3,3,3,3
220840,Mamografo com Comando Simples,3,3,2,2
220840,Mamografo com Estereotaxia,2,2,2,2
220840,Raio X ate 100 mA,1,1,1,1
220840,Raio X de 100 a 500 mA,3,2,1,0
220840,Raio X Dentario,6,6,3,3
220840,Ultrassom Ecografo,1,1,1,1
220840,Ultrassom Convencional,5,5,2,2
220840,PROCESSADORA DE FILME EXCLUSIVA PARA MAMOGRAFIA,2,2,2,2
220840,Controle Ambiental/Ar-condicionado Central,9,9,2,2
220840,Equipo Odontologico,46,46,42,42
220840,Compressor Odontologico,35,35,35,35
220840,Fotopolimerizador,38,38,38,38
220840,Caneta de Alta Rotacao,38,38,38,38
220840,Caneta de Baixa Rotacao,38,38,38,38
220840,Amalgamador,32,32,32,32
220840,Aparelho de Profilaxia c/ Jato de Bicarbonato,3,3,3,3
220840,Desfibrilador,3,3,3,3
220840,Incubadora,1,1,1,1
220840,Monitor de ECG,1,1,1,1
220840,Reanimador Pulmonar/AMBU,5,5,5,5
220840,Respirador/Ventilador,4,4,4,4
220840,Eletrocardiografo,5,5,3,3
220840,Endoscopio Digestivo,2,2,1,1
220840,Microscopio Cirurgico,1,1,1,1
220840,Aparelho de Diatermia por Ultrassom/Ondas Curtas,11,11,7,7
220840,Aparelho de Eletroestimulacao,5,5,1,1
220840,Forno de Bier,6,6,2,2
220865,Equipo Odontologico,4,3,4,3
220865,Compressor Odontologico,1,0,1,0
220865,Fotopolimerizador,1,0,1,0
220865,Caneta de Alta Rotacao,1,0,1,0
220865,Caneta de Baixa Rotacao,1,0,1,0
220865,Amalgamador,1,0,1,0
220865,Aparelho de Profilaxia c/ Jato de Bicarbonato,1,0,1,0
220870,Equipo Odontologico,5,5,5,5
220870,Reanimador Pulmonar/AMBU,1,1,1,1
220880,Raio X de 100 a 500 mA,1,1,1,1
220880,Ultrassom Convencional,1,1,1,1
